device_id,rotational_speed_rpm,torque_nm,tool_wear_min,air_temperature_c,process_temperature_c,machine_failure,failure_type
machine_H,1497,43.8,147,25.650000000000034,35.85000000000002,0,None
machine_L,1565,35.1,152,25.55000000000001,35.85000000000002,0,None
machine_L,1691,30.1,154,25.55000000000001,35.85000000000002,0,None
machine_L,1512,40.7,156,25.650000000000034,35.950000000000045,0,None
machine_L,1477,42.4,158,25.650000000000034,35.950000000000045,0,None
machine_L,1513,40.3,160,25.650000000000034,35.950000000000045,0,None
machine_M,1661,29.5,162,25.650000000000034,35.85000000000002,0,None
machine_L,1378,54.4,165,25.650000000000034,35.950000000000045,0,None
machine_L,1393,52.6,167,25.650000000000034,35.950000000000045,0,None
machine_M,1592,38.2,169,25.650000000000034,35.85000000000002,0,None
machine_L,1829,22.9,172,25.650000000000034,35.85000000000002,0,None
machine_M,1812,25.9,174,25.75,35.85000000000002,0,None
machine_L,1523,38.6,177,25.850000000000023,35.950000000000045,0,None
machine_L,1394,45.1,179,25.850000000000023,35.950000000000045,0,None
machine_M,1679,28.7,181,25.75,35.75,0,None
machine_H,1466,44.1,184,25.650000000000034,35.75,0,None
machine_L,1527,32.4,189,25.650000000000034,35.75,0,None
machine_L,1410,65.7,191,25.75,35.85000000000002,1,PWF
machine_M,1924,22.6,193,25.75,35.85000000000002,0,None
machine_L,1452,45.5,196,25.75,35.950000000000045,0,None
machine_L,1369,44.4,198,25.75,35.950000000000045,0,None
machine_L,1592,35.0,200,25.850000000000023,35.950000000000045,0,None
machine_L,1601,32.3,202,25.75,35.85000000000002,0,None
machine_L,1379,46.7,204,25.650000000000034,35.75,0,None
machine_L,1461,47.9,206,25.650000000000034,35.75,0,None
machine_L,1455,41.3,208,25.650000000000034,35.75,1,TWF
machine_L,1398,51.5,0,25.650000000000034,35.75,0,None
machine_L,1402,37.9,2,25.650000000000034,35.75,0,None
machine_H,1445,49.9,4,25.650000000000034,35.650000000000034,0,None
machine_L,1450,47.5,9,25.75,35.75,0,None
machine_L,1453,40.8,11,25.75,35.75,0,None
machine_L,1469,40.1,13,25.850000000000023,35.85000000000002,0,None
machine_L,1422,47.6,15,25.75,35.75,0,None
machine_M,1804,26.8,17,25.850000000000023,35.85000000000002,0,None
machine_H,1436,43.9,20,25.850000000000023,35.85000000000002,0,None
machine_L,1544,31.8,25,25.850000000000023,35.85000000000002,0,None
machine_M,1419,45.2,27,25.850000000000023,35.85000000000002,0,None
machine_M,1487,39.5,30,25.75,35.75,0,None
machine_L,1753,25.8,33,25.75,35.75,0,None
machine_L,1830,24.9,35,25.75,35.75,0,None
machine_M,1727,27.1,37,25.75,35.75,0,None
machine_L,1450,43.0,40,25.950000000000045,35.85000000000002,0,None
machine_L,1622,31.9,42,25.850000000000023,35.75,0,None
machine_M,1351,52.2,44,25.850000000000023,35.85000000000002,0,None
machine_M,1575,35.3,47,25.850000000000023,35.85000000000002,0,None
machine_M,1750,29.9,50,25.75,35.75,0,None
machine_L,1529,32.7,53,25.75,35.650000000000034,0,None
machine_L,1523,44.4,55,25.650000000000034,35.650000000000034,0,None
machine_L,1852,25.0,57,25.650000000000034,35.75,0,None
machine_L,1991,20.7,59,25.650000000000034,35.650000000000034,0,None
machine_L,1555,40.6,61,25.650000000000034,35.650000000000034,0,None
machine_M,1441,40.5,63,25.650000000000034,35.650000000000034,0,None
machine_L,1450,43.4,66,25.650000000000034,35.55000000000001,0,None
machine_L,1591,31.1,68,25.650000000000034,35.55000000000001,0,None
machine_L,1445,48.5,70,25.650000000000034,35.55000000000001,0,None
machine_M,1497,46.8,72,25.650000000000034,35.650000000000034,0,None
machine_H,1621,32.7,75,25.75,35.650000000000034,0,None
machine_L,1572,34.1,80,25.75,35.55000000000001,0,None
machine_L,1872,22.5,82,25.650000000000034,35.450000000000045,0,None
machine_H,1499,43.5,84,25.55000000000001,35.450000000000045,0,None
machine_M,1498,39.5,89,25.650000000000034,35.55000000000001,0,None
machine_M,1486,41.9,92,25.650000000000034,35.450000000000045,0,None
machine_L,1680,29.4,95,25.650000000000034,35.450000000000045,0,None
machine_L,1431,45.7,97,25.650000000000034,35.450000000000045,0,None
machine_L,1564,34.1,99,25.75,35.55000000000001,0,None
machine_L,1599,33.0,101,25.650000000000034,35.450000000000045,0,None
machine_M,1707,28.1,103,25.650000000000034,35.450000000000045,0,None
machine_L,1467,40.7,106,25.55000000000001,35.35000000000002,0,None
machine_L,1433,44.7,108,25.75,35.55000000000001,0,None
machine_L,1558,41.2,110,25.75,35.55000000000001,0,None
machine_L,1310,50.7,112,25.850000000000023,35.650000000000034,0,None
machine_L,1546,43.4,114,25.75,35.55000000000001,0,None
machine_L,1727,29.4,116,25.75,35.55000000000001,0,None
machine_L,1560,32.2,118,25.75,35.450000000000045,0,None
machine_L,1329,60.5,120,25.850000000000023,35.450000000000045,0,None
machine_L,1413,46.5,122,25.75,35.450000000000045,0,None
machine_L,1587,38.6,124,25.850000000000023,35.450000000000045,0,None
machine_L,1559,34.3,126,25.75,35.35000000000002,0,None
machine_L,1473,41.1,128,25.650000000000034,35.25,0,None
machine_L,1737,27.7,130,25.650000000000034,35.25,0,None
machine_M,1441,43.2,132,25.55000000000001,35.25,0,None
machine_M,1430,49.6,135,25.55000000000001,35.25,0,None
machine_L,1369,53.0,138,25.650000000000034,35.25,0,None
machine_M,1711,28.5,140,25.650000000000034,35.35000000000002,0,None
machine_H,1420,45.7,143,25.55000000000001,35.35000000000002,0,None
machine_L,1297,55.3,148,25.55000000000001,35.450000000000045,0,None
machine_H,1449,49.4,150,25.650000000000034,35.450000000000045,0,None
machine_L,1268,55.8,155,25.650000000000034,35.450000000000045,0,None
machine_L,1511,36.1,157,25.650000000000034,35.450000000000045,0,None
machine_L,1544,35.2,159,25.55000000000001,35.35000000000002,0,None
machine_M,1778,28.2,161,25.450000000000045,35.25,0,None
machine_H,1407,50.5,164,25.450000000000045,35.25,0,None
machine_M,1391,42.4,169,25.450000000000045,35.25,0,None
machine_L,1513,33.6,172,25.350000000000023,35.25,0,None
machine_H,1612,36.1,174,25.350000000000023,35.25,0,None
machine_L,1515,40.1,179,25.25,35.25,0,None
machine_M,1379,48.0,181,25.150000000000034,35.150000000000034,0,None
machine_L,1473,39.9,184,25.25,35.150000000000034,0,None
machine_L,1422,42.7,186,25.25,35.150000000000034,0,None
machine_M,1463,37.6,188,25.25,35.05000000000001,0,None
machine_M,1584,41.0,191,25.25,35.05000000000001,0,None
machine_L,1850,27.0,194,25.25,35.05000000000001,0,None
machine_L,1528,36.2,196,25.25,35.05000000000001,0,None
machine_H,1987,19.8,198,25.25,35.05000000000001,0,None
machine_M,1495,46.0,203,25.25,34.950000000000045,0,None
machine_H,1478,43.5,206,25.25,35.05000000000001,0,None
machine_M,1499,40.0,211,25.25,35.05000000000001,0,None
machine_L,1471,47.0,214,25.25,35.05000000000001,0,None
machine_L,1282,60.7,216,25.25,35.05000000000001,1,OSF
machine_L,1412,52.3,218,25.150000000000034,34.950000000000045,1,OSF
machine_L,1586,35.5,0,25.150000000000034,34.950000000000045,0,None
machine_M,1468,43.8,2,25.25,35.05000000000001,0,None
machine_M,1440,43.6,5,25.350000000000023,35.150000000000034,0,None
machine_L,1733,26.0,8,25.350000000000023,35.25,0,None
machine_H,1612,32.6,10,25.25,35.05000000000001,0,None
machine_H,1458,42.9,15,25.25,35.150000000000034,0,None
machine_L,1433,62.3,20,25.25,35.150000000000034,1,PWF
machine_L,1318,59.1,22,25.25,35.150000000000034,0,None
machine_M,1610,35.0,24,25.25,35.05000000000001,0,None
machine_L,1462,50.8,27,25.05000000000001,34.950000000000045,0,None
machine_M,1924,20.8,29,24.950000000000045,34.85000000000002,0,None
machine_M,1591,33.7,32,25.05000000000001,34.85000000000002,0,None
machine_L,1306,58.3,35,25.05000000000001,34.950000000000045,0,None
machine_L,1382,43.5,37,25.05000000000001,34.950000000000045,0,None
machine_L,1618,34.7,39,25.05000000000001,34.950000000000045,0,None
machine_L,1988,21.4,41,25.05000000000001,35.05000000000001,0,None
machine_L,1436,50.2,43,25.05000000000001,35.05000000000001,0,None
machine_L,1304,49.8,45,25.05000000000001,35.150000000000034,0,None
machine_L,1475,49.9,47,25.05000000000001,35.150000000000034,0,None
machine_H,1824,24.2,49,25.05000000000001,35.150000000000034,0,None
machine_M,1342,48.1,54,24.950000000000045,35.05000000000001,0,None
machine_L,1485,40.7,57,24.950000000000045,35.05000000000001,0,None
machine_L,1667,30.6,59,25.05000000000001,35.05000000000001,0,None
machine_L,1446,38.2,61,25.05000000000001,35.05000000000001,0,None
machine_L,1301,56.0,63,24.950000000000045,35.150000000000034,0,None
machine_L,1379,43.1,65,25.05000000000001,35.25,0,None
machine_L,1606,33.6,67,25.150000000000034,35.35000000000002,0,None
machine_M,1539,43.4,69,25.150000000000034,35.25,0,None
machine_L,1477,49.9,72,25.05000000000001,35.25,0,None
machine_L,1666,34.6,74,25.05000000000001,35.25,0,None
machine_H,1398,51.8,76,25.05000000000001,35.25,0,None
machine_H,1678,34.6,81,25.05000000000001,35.25,0,None
machine_M,2678,10.7,86,25.05000000000001,35.35000000000002,1,PWF
machine_L,1453,42.9,89,25.150000000000034,35.35000000000002,0,None
machine_H,1432,49.5,91,25.150000000000034,35.450000000000045,0,None
machine_M,1527,40.9,96,25.25,35.450000000000045,0,None
machine_L,1588,35.0,99,25.25,35.55000000000001,0,None
machine_L,1433,47.1,101,25.25,35.450000000000045,0,None
machine_L,1609,35.0,103,25.25,35.450000000000045,0,None
machine_L,1575,41.2,105,25.150000000000034,35.35000000000002,0,None
machine_M,1636,35.7,107,25.25,35.35000000000002,0,None
machine_L,1490,37.9,110,25.25,35.35000000000002,0,None
machine_L,1741,32.8,112,25.25,35.35000000000002,0,None
machine_M,1344,53.0,114,25.350000000000023,35.450000000000045,0,None
machine_L,1609,35.3,117,25.350000000000023,35.55000000000001,0,None
machine_M,1421,60.7,119,25.25,35.55000000000001,1,PWF
machine_L,1591,36.7,122,25.25,35.450000000000045,0,None
machine_L,1477,44.0,124,25.25,35.450000000000045,0,None
machine_L,1523,36.1,126,25.25,35.55000000000001,0,None
machine_L,1575,33.9,128,25.350000000000023,35.55000000000001,0,None
machine_H,1344,52.9,130,25.25,35.55000000000001,0,None
machine_L,1386,44.9,135,25.25,35.55000000000001,0,None
machine_M,1589,37.1,137,25.150000000000034,35.450000000000045,0,None
machine_L,1548,40.3,140,25.150000000000034,35.450000000000045,0,None
machine_L,1499,38.3,142,25.150000000000034,35.450000000000045,0,None
machine_L,1664,31.6,144,25.150000000000034,35.35000000000002,0,None
machine_L,1447,38.1,146,25.150000000000034,35.450000000000045,0,None
machine_M,1434,46.2,148,25.150000000000034,35.35000000000002,0,None
machine_L,1416,52.7,151,25.150000000000034,35.35000000000002,0,None
machine_H,1827,24.3,153,25.25,35.35000000000002,0,None
machine_L,1304,45.0,158,25.25,35.450000000000045,0,None
machine_L,1569,34.4,160,25.25,35.450000000000045,0,None
machine_L,1584,29.3,162,25.150000000000034,35.450000000000045,0,None
machine_L,1362,53.8,164,25.150000000000034,35.35000000000002,0,None
machine_L,1329,49.2,166,25.150000000000034,35.25,0,None
machine_L,1539,36.1,168,25.150000000000034,35.35000000000002,0,None
machine_M,1629,37.1,170,25.150000000000034,35.35000000000002,0,None
machine_L,1538,32.2,173,25.150000000000034,35.35000000000002,0,None
machine_L,1570,34.8,175,25.150000000000034,35.450000000000045,0,None
machine_L,1408,43.1,177,25.150000000000034,35.25,0,None
machine_L,1424,47.6,179,25.05000000000001,35.25,0,None
machine_L,1512,34.9,181,25.05000000000001,35.25,0,None
machine_L,1478,42.9,183,25.05000000000001,35.25,0,None
machine_M,1680,33.7,185,24.950000000000045,35.150000000000034,0,None
machine_L,1495,38.7,188,24.950000000000045,35.150000000000034,0,None
machine_M,1552,36.6,190,24.850000000000023,34.950000000000045,0,None
machine_L,1393,50.3,193,24.75,34.950000000000045,0,None
machine_L,1611,30.6,195,24.850000000000023,35.05000000000001,0,None
machine_M,1339,51.6,197,24.850000000000023,34.950000000000045,0,None
machine_L,1777,24.3,200,24.850000000000023,34.950000000000045,0,None
machine_L,1348,58.8,202,24.850000000000023,35.05000000000001,1,OSF
machine_L,1442,44.1,204,24.850000000000023,35.05000000000001,0,None
machine_M,1395,49.1,206,24.850000000000023,35.05000000000001,0,None
machine_M,1627,31.4,209,24.75,34.950000000000045,0,None
machine_L,1585,33.5,212,24.75,34.950000000000045,0,None
machine_L,1469,45.5,214,24.850000000000023,35.05000000000001,0,None
machine_L,1362,56.8,216,24.850000000000023,35.150000000000034,1,OSF
machine_L,1405,56.2,218,24.850000000000023,35.150000000000034,1,OSF
machine_L,1662,32.7,0,24.850000000000023,35.150000000000034,0,None
machine_M,1466,42.6,2,24.850000000000023,35.05000000000001,0,None
machine_L,1620,35.8,5,24.850000000000023,35.05000000000001,0,None
machine_L,1357,48.2,7,24.850000000000023,35.05000000000001,0,None
machine_L,1514,37.9,9,24.850000000000023,35.05000000000001,0,None
machine_L,1489,40.4,11,24.850000000000023,35.05000000000001,0,None
machine_L,1331,63.0,13,24.950000000000045,35.150000000000034,0,None
machine_L,1615,29.5,15,24.850000000000023,34.85000000000002,0,None
machine_L,1482,37.9,17,24.950000000000045,35.05000000000001,0,None
machine_M,1420,63.9,19,24.950000000000045,35.05000000000001,1,PWF
machine_M,1522,49.1,22,25.05000000000001,35.150000000000034,0,None
machine_L,1654,32.1,25,24.950000000000045,35.05000000000001,0,None
machine_M,1736,26.8,27,24.950000000000045,35.05000000000001,0,None
machine_M,1587,32.3,30,24.850000000000023,34.950000000000045,0,None
machine_L,1390,47.5,33,24.950000000000045,35.05000000000001,0,None
machine_L,1454,37.1,35,24.850000000000023,34.950000000000045,0,None
machine_H,1440,43.7,37,24.850000000000023,34.950000000000045,0,None
machine_L,1954,21.1,42,24.75,34.85000000000002,0,None
machine_H,1800,24.8,44,24.75,34.85000000000002,0,None
machine_L,1524,37.0,49,24.850000000000023,34.85000000000002,0,None
machine_H,1520,39.6,51,24.850000000000023,34.85000000000002,0,None
machine_M,1452,40.8,56,24.950000000000045,34.950000000000045,0,None
machine_L,1484,40.4,59,24.950000000000045,34.950000000000045,0,None
machine_L,1426,46.0,61,24.950000000000045,34.85000000000002,0,None
machine_L,1652,28.5,63,24.950000000000045,34.85000000000002,0,None
machine_L,1401,54.7,65,24.850000000000023,34.85000000000002,0,None
machine_M,1750,26.6,67,24.850000000000023,34.75,0,None
machine_H,1479,50.7,70,24.850000000000023,34.85000000000002,0,None
machine_M,1620,29.4,75,24.850000000000023,34.85000000000002,0,None
machine_L,1819,23.4,78,24.850000000000023,34.950000000000045,0,None
machine_M,1456,43.7,80,24.950000000000045,34.950000000000045,0,None
machine_L,1626,36.5,83,24.950000000000045,34.85000000000002,0,None
machine_M,1390,49.8,85,24.950000000000045,34.950000000000045,0,None
machine_L,1469,43.0,88,25.05000000000001,35.05000000000001,0,None
machine_L,2051,19.2,90,25.05000000000001,35.150000000000034,0,None
machine_L,1568,36.0,92,25.05000000000001,35.150000000000034,0,None
machine_L,1589,33.2,94,25.05000000000001,35.150000000000034,0,None
machine_L,1805,31.6,96,25.05000000000001,35.150000000000034,0,None
machine_H,1385,42.2,98,25.05000000000001,35.25,0,None
machine_L,1436,46.7,103,24.950000000000045,35.25,0,None
machine_L,1438,45.6,105,24.950000000000045,35.25,0,None
machine_L,1473,42.6,107,24.850000000000023,35.150000000000034,0,None
machine_L,1335,40.2,109,24.950000000000045,35.25,0,None
machine_H,1392,44.8,111,24.950000000000045,35.35000000000002,0,None
machine_M,1372,51.1,116,24.950000000000045,35.35000000000002,0,None
machine_M,1716,30.7,119,24.950000000000045,35.450000000000045,0,None
machine_L,1395,46.2,122,24.850000000000023,35.35000000000002,0,None
machine_L,1713,25.3,124,24.850000000000023,35.35000000000002,0,None
machine_H,2129,18.7,126,24.75,35.35000000000002,0,None
machine_M,1567,35.6,131,24.650000000000034,35.150000000000034,0,None
machine_L,1622,38.3,134,24.650000000000034,35.25,0,None
machine_L,1740,27.1,136,24.55000000000001,35.25,0,None
machine_H,1512,35.1,138,24.650000000000034,35.25,0,None
machine_M,1479,43.5,143,24.650000000000034,35.25,0,None
machine_L,1737,27.5,146,24.650000000000034,35.25,0,None
machine_L,2129,19.2,148,24.650000000000034,35.25,0,None
machine_L,1374,47.1,150,24.650000000000034,35.25,0,None
machine_M,1579,36.6,152,24.650000000000034,35.25,0,None
machine_L,1305,47.2,155,24.75,35.35000000000002,0,None
machine_M,1449,40.8,157,24.75,35.35000000000002,0,None
machine_H,1526,41.8,160,24.850000000000023,35.450000000000045,0,None
machine_M,1453,44.1,165,24.850000000000023,35.450000000000045,0,None
machine_L,1468,36.0,168,24.75,35.450000000000045,0,None
machine_L,1313,50.8,170,24.850000000000023,35.450000000000045,0,None
machine_M,1300,53.0,172,24.75,35.35000000000002,0,None
machine_L,1646,40.6,175,24.75,35.25,0,None
machine_L,1714,33.2,177,24.650000000000034,35.25,0,None
machine_L,1685,28.4,179,24.650000000000034,35.25,0,None
machine_L,1512,39.9,181,24.650000000000034,35.25,0,None
machine_L,1612,32.1,183,24.650000000000034,35.25,0,None
machine_H,1550,38.2,185,24.650000000000034,35.25,0,None
machine_L,1518,32.5,190,24.650000000000034,35.25,0,None
machine_L,1448,40.0,192,24.650000000000034,35.35000000000002,0,None
machine_L,1561,46.3,194,24.650000000000034,35.35000000000002,0,None
machine_M,1488,41.9,196,24.650000000000034,35.35000000000002,0,None
machine_L,1699,27.8,199,24.650000000000034,35.35000000000002,0,None
machine_L,1501,41.4,201,24.55000000000001,35.35000000000002,0,None
machine_L,1373,56.7,203,24.55000000000001,35.35000000000002,1,OSF
machine_H,1703,31.4,205,24.450000000000045,35.25,0,None
machine_H,1720,29.9,210,24.55000000000001,35.35000000000002,0,None
machine_M,1398,41.9,215,24.450000000000045,35.25,0,None
machine_M,1391,51.9,218,24.450000000000045,35.25,0,None
machine_M,1538,40.2,0,24.450000000000045,35.150000000000034,0,None
machine_L,1647,31.3,3,24.350000000000023,35.05000000000001,0,None
machine_M,1469,44.8,5,24.350000000000023,34.950000000000045,0,None
machine_L,1749,25.9,8,24.25,34.950000000000045,0,None
machine_M,1995,20.5,10,24.450000000000045,35.05000000000001,0,None
machine_L,1742,27.7,13,24.450000000000045,35.150000000000034,0,None
machine_L,1563,38.2,15,24.350000000000023,35.05000000000001,0,None
machine_M,1713,32.2,17,24.350000000000023,35.05000000000001,0,None
machine_L,1474,39.4,20,24.25,34.950000000000045,0,None
machine_M,1530,32.6,22,24.25,35.05000000000001,0,None
machine_L,1471,46.5,25,24.25,35.05000000000001,0,None
machine_L,1388,48.6,27,24.350000000000023,35.150000000000034,0,None
machine_M,2448,13.8,29,24.350000000000023,35.05000000000001,0,None
machine_L,1585,32.9,32,24.350000000000023,35.150000000000034,0,None
machine_M,1459,45.2,34,24.350000000000023,35.150000000000034,0,None
machine_L,1544,40.8,37,24.350000000000023,35.150000000000034,0,None
machine_L,1617,31.7,39,24.450000000000045,35.150000000000034,0,None
machine_L,1595,34.3,41,24.450000000000045,35.150000000000034,0,None
machine_H,1400,44.3,43,24.450000000000045,35.150000000000034,0,None
machine_M,1611,31.0,48,24.450000000000045,35.25,0,None
machine_M,1507,46.0,51,24.450000000000045,35.25,0,None
machine_H,1674,30.0,54,24.350000000000023,35.150000000000034,0,None
machine_L,1658,34.3,59,24.450000000000045,35.150000000000034,0,None
machine_L,1623,36.9,61,24.450000000000045,35.150000000000034,0,None
machine_M,1398,48.9,63,24.450000000000045,35.25,0,None
machine_L,1517,34.2,66,24.450000000000045,35.25,0,None
machine_M,1467,36.7,68,24.450000000000045,35.150000000000034,0,None
machine_M,1567,34.6,71,24.450000000000045,35.150000000000034,0,None
machine_M,1521,38.2,74,24.350000000000023,35.150000000000034,0,None
machine_L,1596,36.8,77,24.350000000000023,35.150000000000034,0,None
machine_H,1640,30.9,79,24.450000000000045,35.150000000000034,0,None
machine_L,1438,47.8,84,24.450000000000045,35.150000000000034,0,None
machine_L,1407,55.2,86,24.450000000000045,35.25,0,None
machine_L,1353,57.5,88,24.450000000000045,35.25,0,None
machine_M,1552,40.9,90,24.450000000000045,35.35000000000002,0,None
machine_M,1569,38.3,93,24.450000000000045,35.25,0,None
machine_L,1489,39.5,96,24.350000000000023,35.25,0,None
machine_H,1587,36.1,98,24.350000000000023,35.25,0,None
machine_M,1622,37.2,103,24.350000000000023,35.150000000000034,0,None
machine_L,1604,38.1,106,24.350000000000023,35.25,0,None
machine_M,1405,51.7,108,24.25,35.150000000000034,0,None
machine_L,1412,42.0,111,24.25,35.150000000000034,0,None
machine_L,1431,43.0,113,24.25,35.150000000000034,0,None
machine_L,1533,37.4,115,24.25,35.05000000000001,0,None
machine_M,1401,51.9,117,24.25,35.05000000000001,0,None
machine_M,1424,53.9,120,24.25,35.05000000000001,0,None
machine_L,1754,29.4,123,24.150000000000034,35.05000000000001,0,None
machine_L,1754,26.8,125,24.150000000000034,35.05000000000001,0,None
machine_L,2564,12.8,127,24.350000000000023,35.150000000000034,1,PWF
machine_L,1546,40.4,129,24.350000000000023,35.35000000000002,0,None
machine_L,1335,48.0,131,24.350000000000023,35.35000000000002,0,None
machine_M,1842,27.0,133,24.350000000000023,35.450000000000045,0,None
machine_L,1712,26.8,136,24.350000000000023,35.35000000000002,0,None
machine_M,1414,45.4,138,24.450000000000045,35.450000000000045,0,None
machine_L,1319,50.9,141,24.450000000000045,35.55000000000001,0,None
machine_L,1249,60.4,143,24.55000000000001,35.55000000000001,0,None
machine_L,1455,48.2,145,24.450000000000045,35.55000000000001,0,None
machine_M,1408,54.8,147,24.450000000000045,35.55000000000001,0,None
machine_L,1460,46.7,150,24.450000000000045,35.55000000000001,0,None
machine_L,1491,38.1,152,24.450000000000045,35.450000000000045,0,None
machine_M,1490,43.4,154,24.450000000000045,35.35000000000002,0,None
machine_M,1350,52.2,157,24.350000000000023,35.25,0,None
machine_L,1528,39.9,160,24.350000000000023,35.25,0,None
machine_L,1571,37.7,162,24.25,35.150000000000034,0,None
machine_L,1490,42.6,164,24.25,35.150000000000034,0,None
machine_M,1774,28.9,166,24.25,35.150000000000034,0,None
machine_H,1502,43.6,169,24.25,35.150000000000034,0,None
machine_L,1392,49.7,174,24.25,35.25,0,None
machine_L,2100,16.9,176,24.25,35.35000000000002,0,None
machine_L,1722,30.4,178,24.350000000000023,35.35000000000002,0,None
machine_L,1678,32.3,180,24.25,35.450000000000045,0,None
machine_L,1273,59.8,182,24.150000000000034,35.450000000000045,0,None
machine_L,1297,45.9,184,24.150000000000034,35.450000000000045,0,None
machine_L,1350,57.6,186,24.150000000000034,35.35000000000002,0,None
machine_L,1439,51.9,188,24.25,35.450000000000045,0,None
machine_M,1600,42.1,190,24.25,35.35000000000002,0,None
machine_M,1434,44.4,193,24.25,35.450000000000045,0,None
machine_L,1459,41.3,196,24.25,35.450000000000045,0,None
machine_M,1472,44.9,198,24.350000000000023,35.450000000000045,0,None
machine_L,1429,44.3,201,24.350000000000023,35.55000000000001,0,None
machine_L,1388,48.2,203,24.350000000000023,35.450000000000045,0,None
machine_L,1573,34.5,205,24.25,35.25,0,None
machine_L,1588,32.5,207,24.25,35.25,0,None
machine_L,1511,42.8,209,24.350000000000023,35.25,0,None
machine_L,1495,37.8,211,24.25,35.35000000000002,0,None
machine_L,1394,50.1,213,24.25,35.25,0,None
machine_L,2151,17.7,0,24.25,35.25,0,None
machine_M,1501,38.2,2,24.150000000000034,35.150000000000034,0,None
machine_M,1301,39.6,5,24.150000000000034,35.150000000000034,0,None
machine_M,1657,31.1,8,24.150000000000034,35.150000000000034,0,None
machine_L,1333,55.2,11,24.150000000000034,35.150000000000034,0,None
machine_L,1484,43.9,13,24.150000000000034,35.150000000000034,0,None
machine_L,1430,45.7,15,24.150000000000034,35.25,0,None
machine_M,1665,28.9,17,24.150000000000034,35.25,0,None
machine_L,1501,44.9,20,24.25,35.35000000000002,0,None
machine_M,1496,42.2,22,24.350000000000023,35.35000000000002,0,None
machine_M,1595,36.9,25,24.450000000000045,35.450000000000045,0,None
machine_L,1208,62.3,28,24.350000000000023,35.450000000000045,0,None
machine_L,1596,37.1,30,24.350000000000023,35.450000000000045,0,None
